District,Crop,Area,Production,Yield
Bhavnagar,BAJRA,1744,2432,1394
Bhavnagar,BAJRA,1427,1996,1398
Bhavnagar,BAJRA,1911,752,574
Bhavnagar,BAJRA,1384,1424,1029
Bhavnagar,BAJRA,1202,39,32
Bhavnagar,BAJRA,1504,2016,2016
Bhavnagar,BAJRA,1379,1894,1894
Bhavnagar,BAJRA,1247,1088,861
Bhavnagar,BAJRA,1069,830,776
Bhavnagar,BAJRA,1266,2495,1971
Bhavnagar,BAJRA,1196,944,789
Bhavnagar,BAJRA,1282,1938,1512
Bhavnagar,BAJRA,1310,1815,1385
Bhavnagar,BAJRA,1169,2157,1845
Bhavnagar,BAJRA,1055,2144,2032
Bhavnagar,BAJRA,1001,1803,1801
Bhavnagar,BAJRA,976,673,690
Bhavnagar,BAJRA,962,596,618
Bhavnagar,BAJRA,822,1447,1760
Bhavnagar,BAJRA,825,1670,2026
Bhavnagar,BAJRA,700,1422,2033
Bhavnagar,BAJRA,653,1076,1648
Bhavnagar,BAJRA,614,1419,2311
Bhavnagar,BAJRA,509,1165,2289
Bhavnagar,BAJRA,512,1262,2465
Bhavnagar,BAJRA,479,1091,2278
Jamnagar,BAJRA,784,256,326
Jamnagar,BAJRA,644,172,267
Jamnagar,BAJRA,526,146,279
Jamnagar,BAJRA,483,126,261
Jamnagar,BAJRA,846,462,546
Jamnagar,BAJRA,774,407,526
Jamnagar,BAJRA,918,432,470
Jamnagar,BAJRA,969,624,643
Jamnagar,BAJRA,956,417,436
Jamnagar,BAJRA,1136,649,572
Jamnagar,BAJRA,1040,694,669
Jamnagar,BAJRA,998,848,850
Jamnagar,BAJRA,967,316,327
Jamnagar,BAJRA,1016,549,541
Jamnagar,BAJRA,651,138,213
Jamnagar,BAJRA,1198,990,826
Jamnagar,BAJRA,520,170,327
Jamnagar,BAJRA,661,521,788
Jamnagar,BAJRA,617,445,721
Jamnagar,BAJRA,601,346,576
Jamnagar,BAJRA,603,325,539
Jamnagar,BAJRA,599,436,728
Jamnagar,BAJRA,759,658,867
Jamnagar,BAJRA,764,605,792
Jamnagar,BAJRA,743,624,840
Jamnagar,BAJRA,735,250,340
Jamnagar,BAJRA,842,405,481
Jamnagar,BAJRA,353,375,1430
Jamnagar,BAJRA,1115,1263,1133
Jamnagar,BAJRA,599,520,868
Jamnagar,BAJRA,6,158,268
Jamnagar,BAJRA,519,188,362
Jamnagar,BAJRA,732,804,1098
Jamnagar,BAJRA,620,69,111
Jamnagar,BAJRA,651,724,1112
Jamnagar,BAJRA,549,381,694
Jamnagar,BAJRA,537,539,1004
Jamnagar,BAJRA,559,712,1274
Jamnagar,BAJRA,469,323,689
Jamnagar,BAJRA,418,108,258
Jamnagar,BAJRA,399,297,744
Jamnagar,BAJRA,400,469,1173
Jamnagar,BAJRA,322,89,277
Jamnagar,BAJRA,363,622,1713
Jamnagar,BAJRA,280,342,1221
Jamnagar,BAJRA,221,233,1054
Jamnagar,BAJRA,96,136,1417
Jamnagar,BAJRA,148,238,1608
Jamnagar,BAJRA,121,189,1562
Junagadh,BAJRA,941,290,307
Junagadh,BAJRA,818,239,293
Junagadh,BAJRA,563,212,375
Junagadh,BAJRA,572,386,674
Junagadh,BAJRA,486,257,530
Junagadh,BAJRA,660,340,516
Junagadh,BAJRA,791,509,644
Junagadh,BAJRA,852,603,707
Junagadh,BAJRA,835,523,630
Junagadh,BAJRA,870,654,752
Junagadh,BAJRA,742,997,1342
Junagadh,BAJRA,636,650,1021
Junagadh,BAJRA,559,360,643
Junagadh,BAJRA,525,546,1040
Junagadh,BAJRA,467,527,1140
Junagadh,BAJRA,589,592,1005
Junagadh,BAJRA,428,533,1245
Junagadh,BAJRA,431,624,1448
Junagadh,BAJRA,447,702,1570
Junagadh,BAJRA,411,638,1552
Junagadh,BAJRA,477,435,912
Junagadh,BAJRA,385,442,1148
Junagadh,BAJRA,471,604,1282
Junagadh,BAJRA,445,453,1018
Junagadh,BAJRA,425,502,1181
Junagadh,BAJRA,386,267,692
Junagadh,BAJRA,409,828,2024
Junagadh,BAJRA,299,96,321
Junagadh,BAJRA,554,633,1143
Junagadh,BAJRA,344,594,1727
Junagadh,BAJRA,9,1946,1356
Junagadh,BAJRA,422,480,1137
Junagadh,BAJRA,610,1111,1821
Junagadh,BAJRA,475,407,857
Junagadh,BAJRA,428,753,1759
Junagadh,BAJRA,454,794,1749
Junagadh,BAJRA,446,806,1807
Junagadh,BAJRA,313,648,2070
Junagadh,BAJRA,345,784,2272
Junagadh,BAJRA,351,536,1527
Junagadh,BAJRA,289,490,1695
Junagadh,BAJRA,182,418,2297
Junagadh,BAJRA,173,352,2031
Junagadh,BAJRA,245,548,2237
Junagadh,BAJRA,214,419,1958
Junagadh,BAJRA,228,467,2048
Junagadh,BAJRA,224,405,1808
Junagadh,BAJRA,185,341,1843
Junagadh,BAJRA,129,327,2535
Kutchh,BAJRA,1105,405,212
Kutchh,BAJRA,1257,338,205
Kutchh,BAJRA,1287,261,203
Kutchh,BAJRA,836,243,293
Kutchh,BAJRA,1378,876,636
Kutchh,BAJRA,1469,534,363
Kutchh,BAJRA,1582,757,478
Kutchh,BAJRA,1704,774,454
Kutchh,BAJRA,1123,389,355
Kutchh,BAJRA,1177,267,227
Kutchh,BAJRA,1203,1196,994
Kutchh,BAJRA,1184,637,538
Kutchh,BAJRA,915,345,377
Kutchh,BAJRA,1198,915,764
Kutchh,BAJRA,228,239,1104
Kutchh,BAJRA,1615,1228,760
Kutchh,BAJRA,950,556,585
Kutchh,BAJRA,1008,718,712
Kutchh,BAJRA,1094,663,606
Kutchh,BAJRA,1053,887,842
Kutchh,BAJRA,1291,781,605
Kutchh,BAJRA,1025,607,592
Kutchh,BAJRA,1023,455,445
Kutchh,BAJRA,1311,1500,1144
Kutchh,BAJRA,1163,1118,961
Kutchh,BAJRA,938,425,453
Kutchh,BAJRA,805,246,306
Kutchh,BAJRA,84,112,1333
Kutchh,BAJRA,955,694,727
Kutchh,BAJRA,1052,903,858
Kutchh,BAJRA,9,18,827
Kutchh,BAJRA,711,334,484
Kutchh,BAJRA,1130,1214,1074
Kutchh,BAJRA,902,272,302
Kutchh,BAJRA,895,866,968
Kutchh,BAJRA,777,329,423
Kutchh,BAJRA,867,353,407
Kutchh,BAJRA,1115,1314,1178
Kutchh,BAJRA,790,490,620
Kutchh,BAJRA,440,253,575
Kutchh,BAJRA,1000,459,459
Kutchh,BAJRA,990,820,828
Kutchh,BAJRA,459,213,462
Kutchh,BAJRA,910,1196,1314
Kutchh,BAJRA,944,777,823
Kutchh,BAJRA,534,572,1071
Kutchh,BAJRA,823,864,1050
Kutchh,BAJRA,970,1232,1270
Kutchh,BAJRA,461,415,900
Rajkot,BAJRA,823,232,281
Rajkot,BAJRA,769,216,281
Rajkot,BAJRA,614,201,327
Rajkot,BAJRA,951,414,434
Rajkot,BAJRA,835,480,575
Rajkot,BAJRA,851,362,425
Rajkot,BAJRA,878,360,409
Rajkot,BAJRA,973,543,559
Rajkot,BAJRA,1057,513,486
Rajkot,BAJRA,1214,638,526
Rajkot,BAJRA,1052,794,754
Rajkot,BAJRA,907,734,809
Rajkot,BAJRA,892,354,397
Rajkot,BAJRA,1216,921,756
Rajkot,BAJRA,835,46,55
Rajkot,BAJRA,1337,952,712
Rajkot,BAJRA,613,383,625
Rajkot,BAJRA,610,398,652
Rajkot,BAJRA,478,451,943
Rajkot,BAJRA,620,351,566
Rajkot,BAJRA,654,613,937
Rajkot,BAJRA,622,580,932
Rajkot,BAJRA,854,622,728
Rajkot,BAJRA,668,586,877
Rajkot,BAJRA,706,562,796
Rajkot,BAJRA,714,179,251
Rajkot,BAJRA,770,482,626
Rajkot,BAJRA,717,12,17
Rajkot,BAJRA,981,1329,1355
Rajkot,BAJRA,596,554,930
Rajkot,BAJRA,587,320,504
Rajkot,BAJRA,690,298,432
Rajkot,BAJRA,795,868,1092
Rajkot,BAJRA,837,130,155
Rajkot,BAJRA,714,888,1244
Rajkot,BAJRA,659,411,624
Rajkot,BAJRA,631,835,1322
Rajkot,BAJRA,616,945,1534
Rajkot,BAJRA,509,508,998
Rajkot,BAJRA,437,115,263
Rajkot,BAJRA,416,240,577
Rajkot,BAJRA,429,669,1559
Rajkot,BAJRA,425,277,651
Rajkot,BAJRA,401,722,1800
Rajkot,BAJRA,329,391,1188
Rajkot,BAJRA,348,593,1704
Rajkot,BAJRA,305,217,711
Rajkot,BAJRA,185,281,1519
Rajkot,BAJRA,133,136,1023
Surendranagar,BAJRA,1081,107,99
Surendranagar,BAJRA,1138,260,229
Surendranagar,BAJRA,1037,147,143
Surendranagar,BAJRA,1155,251,305
Surendranagar,BAJRA,1104,283,297
Surendranagar,BAJRA,1219,198,163
Surendranagar,BAJRA,1284,303,237
Surendranagar,BAJRA,1257,311,248
Surendranagar,BAJRA,1318,172,130
Surendranagar,BAJRA,1460,235,161
Surendranagar,BAJRA,1480,798,539
Surendranagar,BAJRA,1426,786,552
Surendranagar,BAJRA,1212,181,149
Surendranagar,BAJRA,1335,654,490
Surendranagar,BAJRA,1086,67,62
Surendranagar,BAJRA,1371,680,496
Surendranagar,BAJRA,962,242,252
Surendranagar,BAJRA,815,171,210
Surendranagar,BAJRA,824,280,340
Surendranagar,BAJRA,864,334,387
Surendranagar,BAJRA,929,293,315
Surendranagar,BAJRA,779,421,540
Surendranagar,BAJRA,912,312,342
Surendranagar,BAJRA,852,452,531
Surendranagar,BAJRA,912,587,644
Surendranagar,BAJRA,906,188,208
Surendranagar,BAJRA,716,346,483
Surendranagar,BAJRA,799,37,46
Surendranagar,BAJRA,1022,813,795
Surendranagar,BAJRA,1230,836,680
Surendranagar,BAJRA,5,243,534
Surendranagar,BAJRA,1082,396,366
Surendranagar,BAJRA,1174,1258,1072
Surendranagar,BAJRA,1065,482,453
Surendranagar,BAJRA,1071,1062,992
Surendranagar,BAJRA,902,591,655
Surendranagar,BAJRA,858,1002,1168
Surendranagar,BAJRA,862,1036,1202
Surendranagar,BAJRA,753,997,1324
Surendranagar,BAJRA,782,468,598
Surendranagar,BAJRA,669,563,842
Surendranagar,BAJRA,708,1132,1599
Surendranagar,BAJRA,738,477,646
Surendranagar,BAJRA,834,1352,1621
Surendranagar,BAJRA,653,855,1309
Surendranagar,BAJRA,671,767,1143
Surendranagar,BAJRA,507,726,1432
Surendranagar,BAJRA,518,837,1616
Surendranagar,BAJRA,412,474,1150
Ahmedabad,WHEAT,678,329,484
Ahmedabad,WHEAT,827,464,563
Ahmedabad,WHEAT,726,307,310
Ahmedabad,WHEAT,1175,795,676
Ahmedabad,WHEAT,1033,620,500
Ahmedabad,WHEAT,1012,390,385
Ahmedabad,WHEAT,1015,722,712
Ahmedabad,WHEAT,1067,928,870
Ahmedabad,WHEAT,825,506,613
Ahmedabad,WHEAT,596,665,1115
Ahmedabad,WHEAT,770,755,981
Ahmedabad,WHEAT,736,944,1284
Ahmedabad,WHEAT,464,405,1304
Ahmedabad,WHEAT,645,672,1860
Ahmedabad,WHEAT,1234,658,1241
Ahmedabad,WHEAT,1253,1066,1152
Ahmedabad,WHEAT,1247,793,1377
Ahmedabad,WHEAT,995,898,1209
Ahmedabad,WHEAT,1030,990,1215
Ahmedabad,WHEAT,1041,731,1265
Ahmedabad,WHEAT,881,838,1516
Ahmedabad,WHEAT,966,1067,1367
Ahmedabad,WHEAT,602,841,1397
Ahmedabad,WHEAT,1027,792,771
Ahmedabad,WHEAT,936,1016,1082
Ahmedabad,WHEAT,801,778,971
Ahmedabad,WHEAT,359,539,1501
Ahmedabad,WHEAT,184,273,1484
Ahmedabad,WHEAT,1062,1167,1099
Ahmedabad,WHEAT,837,729,871
Ahmedabad,WHEAT,1146,1509,1294
Ahmedabad,WHEAT,703,915,1302
Ahmedabad,WHEAT,750,931,1241
Ahmedabad,WHEAT,902,1039,1152
Ahmedabad,WHEAT,886,1220,1377
Ahmedabad,WHEAT,713,862,1209
Ahmedabad,WHEAT,919,1117,1215
Ahmedabad,WHEAT,960,1214,1265
Ahmedabad,WHEAT,916,1389,1516
Ahmedabad,WHEAT,840,1148,1367
Ahmedabad,WHEAT,487,785,1612
Ahmedabad,WHEAT,810,1035,1278
Ahmedabad,WHEAT,795,1074,1351
Ahmedabad,WHEAT,1114,1826,1639
Ahmedabad,WHEAT,1243,2180,1754
Ahmedabad,WHEAT,1080,1919,1777
Ahmedabad,WHEAT,1324,2289,1729
Ahmedabad,WHEAT,1502,2756,1835
Ahmedabad,WHEAT,1408,1946,1382
Banaskantha,WHEAT,288,257,891
Banaskantha,WHEAT,453,412,907
Banaskantha,WHEAT,310,318,1026
Banaskantha,WHEAT,284,277,976
Banaskantha,WHEAT,286,400,1402
Banaskantha,WHEAT,418,598,1430
Banaskantha,WHEAT,408,522,1281
Banaskantha,WHEAT,444,628,1417
Banaskantha,WHEAT,487,526,1080
Banaskantha,WHEAT,488,703,1441
Banaskantha,WHEAT,534,879,2267
Banaskantha,WHEAT,559,811,1453
Banaskantha,WHEAT,532,818,1548
Banaskantha,WHEAT,572,1046,1960
Banaskantha,WHEAT,568,1245,1874
Banaskantha,WHEAT,597,1334,1987
Banaskantha,WHEAT,574,1135,1756
Banaskantha,WHEAT,612,1400,1745
Banaskantha,WHEAT,476,1136,1890
Banaskantha,WHEAT,462,1078,1900
Banaskantha,WHEAT,496,1079,1942
Banaskantha,WHEAT,438,1039,1874
Banaskantha,WHEAT,407,1027,2521
Banaskantha,WHEAT,484,1033,2134
Banaskantha,WHEAT,419,1074,2563
Banaskantha,WHEAT,399,761,1907
Banaskantha,WHEAT,370,782,2114
Banaskantha,WHEAT,250,496,1979
Banaskantha,WHEAT,352,970,2756
Banaskantha,WHEAT,322,676,3099
Banaskantha,WHEAT,374,898,2401
Banaskantha,WHEAT,327,851,2607
Banaskantha,WHEAT,378,810,2143
Banaskantha,WHEAT,388,868,2238
Banaskantha,WHEAT,442,1535,3473
Banaskantha,WHEAT,425,994,2339
Banaskantha,WHEAT,437,1135,2595
Banaskantha,WHEAT,426,1079,2574
Banaskantha,WHEAT,429,1133,2641
Banaskantha,WHEAT,497,1096,2205
Banaskantha,WHEAT,547,1380,2523
Banaskantha,WHEAT,719,1942,2700
Banaskantha,WHEAT,643,1369,2130
Banaskantha,WHEAT,486,1320,2717
Banaskantha,WHEAT,390,946,2426
Banaskantha,WHEAT,463,1231,2659
Banaskantha,WHEAT,681,1705,2504
Banaskantha,WHEAT,830,2370,2855
Banaskantha,WHEAT,562,1182,2105
Vadodara,WHEAT,47,13,279
Vadodara,WHEAT,66,36,548
Vadodara,WHEAT,63,38,600
Vadodara,WHEAT,65,46,699
Vadodara,WHEAT,79,45,575
Vadodara,WHEAT,85,71,841
Vadodara,WHEAT,65,61,929
Vadodara,WHEAT,81,92,1150
Vadodara,WHEAT,79,108,1371
Vadodara,WHEAT,96,128,1329
Vadodara,WHEAT,96,144,1644
Vadodara,WHEAT,97,133,1611
Vadodara,WHEAT,127,192,1142
Vadodara,WHEAT,149,295,2636
Vadodara,WHEAT,145,298,2614
Vadodara,WHEAT,267,509,2641
Vadodara,WHEAT,240,348,2534
Vadodara,WHEAT,240,389,2745
Vadodara,WHEAT,217,410,2852
Vadodara,WHEAT,188,342,2314
Vadodara,WHEAT,182,385,2258
Vadodara,WHEAT,345,431,2547
Vadodara,WHEAT,181,480,2652
Vadodara,WHEAT,179,444,2480
Vadodara,WHEAT,173,408,2358
Vadodara,WHEAT,149,330,2215
Vadodara,WHEAT,123,229,1859
Vadodara,WHEAT,89,169,1908
Vadodara,WHEAT,173,401,2318
Vadodara,WHEAT,149,315,2114
Vadodara,WHEAT,211,467,2213
Vadodara,WHEAT,162,386,2383
Vadodara,WHEAT,168,330,1964
Vadodara,WHEAT,131,269,2053
Vadodara,WHEAT,247,546,2211
Vadodara,WHEAT,138,257,1862
Vadodara,WHEAT,122,288,2355
Vadodara,WHEAT,139,297,3140
Vadodara,WHEAT,198,336,2127
Vadodara,WHEAT,151,358,2365
Vadodara,WHEAT,60,144,2383
Vadodara,WHEAT,73,156,2137
Vadodara,WHEAT,105,240,2298
Vadodara,WHEAT,161,387,2405
Vadodara,WHEAT,160,360,2250
Vadodara,WHEAT,157,354,2255
Vadodara,WHEAT,235,529,2251
Vadodara,WHEAT,301,777,2577
Vadodara,WHEAT,244,553,2263
Bharuch,WHEAT,136,22,161
Bharuch,WHEAT,110,30,268
Bharuch,WHEAT,117,59,507
Bharuch,WHEAT,119,73,615
Bharuch,WHEAT,241,124,515
Bharuch,WHEAT,106,86,841
Bharuch,WHEAT,89,82,928
Bharuch,WHEAT,161,186,1150
Bharuch,WHEAT,90,123,1371
Bharuch,WHEAT,119,157,1329
Bharuch,WHEAT,168,252,1815
Bharuch,WHEAT,142,195,864
Bharuch,WHEAT,101,75,1874
Bharuch,WHEAT,134,137,946
Bharuch,WHEAT,132,138,935
Bharuch,WHEAT,221,245,941
Bharuch,WHEAT,312,224,895
Bharuch,WHEAT,221,166,874
Bharuch,WHEAT,217,215,852
Bharuch,WHEAT,218,122,758
Bharuch,WHEAT,237,170,945
Bharuch,WHEAT,202,167,752
Bharuch,WHEAT,262,186,710
Bharuch,WHEAT,317,223,703
Bharuch,WHEAT,201,236,1174
Bharuch,WHEAT,170,152,894
Bharuch,WHEAT,126,143,1135
Bharuch,WHEAT,57,59,1035
Bharuch,WHEAT,325,246,757
Bharuch,WHEAT,284,197,694
Bharuch,WHEAT,273,219,802
Bharuch,WHEAT,80,128,1600
Bharuch,WHEAT,230,215,935
Bharuch,WHEAT,237,225,949
Bharuch,WHEAT,212,154,726
Bharuch,WHEAT,174,165,948
Bharuch,WHEAT,200,153,765
Bharuch,WHEAT,199,139,698
Bharuch,WHEAT,228,195,855
Bharuch,WHEAT,97,129,1330
Bharuch,WHEAT,57,118,2070
Bharuch,WHEAT,90,165,1833
Bharuch,WHEAT,149,202,1350
Bharuch,WHEAT,188,221,1176
Bharuch,WHEAT,218,291,1335
Bharuch,WHEAT,172,251,1459
Bharuch,WHEAT,177,194,1096
Bharuch,WHEAT,186,359,1930
Bharuch,WHEAT,214,294,1374
Valsad,WHEAT,7,5,574
Valsad,WHEAT,7,6,541
Valsad,WHEAT,7,4,507
Valsad,WHEAT,8,5,658
Valsad,WHEAT,11,9,896
Valsad,WHEAT,18,15,841
Valsad,WHEAT,22,21,929
Valsad,WHEAT,25,28,1150
Valsad,WHEAT,26,35,1371
Valsad,WHEAT,28,37,1329
Valsad,WHEAT,32,48,901
Valsad,WHEAT,46,64,1391
Valsad,WHEAT,84,129,1347
Valsad,WHEAT,74,151,1358
Valsad,WHEAT,73,145,1478
Valsad,WHEAT,75,144,1456
Valsad,WHEAT,72,119,1389
Valsad,WHEAT,64,130,1587
Valsad,WHEAT,60,132,1745
Valsad,WHEAT,56,109,1845
Valsad,WHEAT,45,101,1945
Valsad,WHEAT,39,101,2145
Valsad,WHEAT,27,63,2296
Valsad,WHEAT,28,73,2593
Valsad,WHEAT,28,78,2742
Valsad,WHEAT,29,47,1627
Valsad,WHEAT,14,24,1714
Valsad,WHEAT,19,33,1703
Valsad,WHEAT,26,72,2796
Valsad,WHEAT,21,49,2333
Valsad,WHEAT,16,39,2455
Valsad,WHEAT,18,40,2222
Valsad,WHEAT,15,34,2267
Valsad,WHEAT,12,22,1833
Valsad,WHEAT,9,26,2889
Valsad,WHEAT,9,22,2496
Valsad,WHEAT,5,12,2686
Valsad,WHEAT,4,11,2615
Valsad,WHEAT,4,11,2694
Valsad,WHEAT,5,11,2387
Valsad,WHEAT,6,15,2334
Valsad,WHEAT,7,18,2620
Valsad,WHEAT,10,12,2208
Valsad,WHEAT,5,15,2930
Valsad,WHEAT,5,13,2600
Valsad,WHEAT,6,15,2500
Valsad,WHEAT,6,18,3000
Valsad,WHEAT,3,10,3179
Valsad,WHEAT,3,8,2503
Dang,WHEAT,1,1,336
Dang,WHEAT,1,1,429
Dang,WHEAT,1,1,507
Dang,WHEAT,2,1,837
Dang,WHEAT,2,1,896
Dang,WHEAT,1,1,842
Dang,WHEAT,1,1,927
Dang,WHEAT,1,1,1158
Dang,WHEAT,2,1,1371
Dang,WHEAT,2,1,1329
Dang,WHEAT,2,1,1254
Dang,WHEAT,2,2,1324
Dang,WHEAT,1,2,985
Dang,WHEAT,2,1,1025
Dang,WHEAT,1,2,1125
Dang,WHEAT,1,1,875
Dang,WHEAT,1,2,945
Dang,WHEAT,1,2,1258
Dang,WHEAT,1,2,1346
Dang,WHEAT,1,1,1247
Dang,WHEAT,3,2,1325
Dang,WHEAT,1,2,1425
Dang,WHEAT,2,2,750
Dang,WHEAT,1,2,597
Dang,WHEAT,1,1,1000
Dang,WHEAT,1,2,502
Dang,WHEAT,2,3,645
Dang,WHEAT,2,2,2645
Dang,WHEAT,1,1,2796
Dang,WHEAT,2,1,2516
Dang,WHEAT,2,1,2455
Dang,WHEAT,2,1,2556
Dang,WHEAT,3,1,2549
Dang,WHEAT,2,1,2132
Dang,WHEAT,2,1,1313
Dang,WHEAT,1,1,2496
Dang,WHEAT,1,2,2686
Dang,WHEAT,1,2,2615
Dang,WHEAT,2,5,2694
Dang,WHEAT,2,5,2387
Dang,WHEAT,1,5,2334
Dang,WHEAT,1,4,2620
Dang,WHEAT,1,3,2212
Dang,WHEAT,1,1,2541
Dang,WHEAT,1,4,4000
Dang,WHEAT,2,5,2500
Dang,WHEAT,3,9,3000
Dang,WHEAT,4,14,3179
Dang,WHEAT,7,17,2503
Gandhinagar,WHEAT,18,15,510
Gandhinagar,WHEAT,17,13,521
Gandhinagar,WHEAT,18,14,574
Gandhinagar,WHEAT,19,16,589
Gandhinagar,WHEAT,20,12,600
Gandhinagar,WHEAT,21,18,841
Gandhinagar,WHEAT,30,29,928
Gandhinagar,WHEAT,34,39,1150
Gandhinagar,WHEAT,46,63,1371
Gandhinagar,WHEAT,46,61,1329
Gandhinagar,WHEAT,34,52,1486
Gandhinagar,WHEAT,17,23,2460
Gandhinagar,WHEAT,17,26,1632
Gandhinagar,WHEAT,55,113,2886
Gandhinagar,WHEAT,25,112,2784
Gandhinagar,WHEAT,20,38,2745
Gandhinagar,WHEAT,50,82,2789
Gandhinagar,WHEAT,55,112,2568
Gandhinagar,WHEAT,36,56,2654
Gandhinagar,WHEAT,60,116,2457
Gandhinagar,WHEAT,62,139,2568
Gandhinagar,WHEAT,65,170,2145
Gandhinagar,WHEAT,62,142,2296
Gandhinagar,WHEAT,65,169,2593
Gandhinagar,WHEAT,65,149,2292
Gandhinagar,WHEAT,70,163,2330
Gandhinagar,WHEAT,60,136,2266
Gandhinagar,WHEAT,30,61,2033
Gandhinagar,WHEAT,45,143,3177
Gandhinagar,WHEAT,60,151,2516
Gandhinagar,WHEAT,85,220,2596
Gandhinagar,WHEAT,75,241,3226
Gandhinagar,WHEAT,67,173,2592
Gandhinagar,WHEAT,93,231,2477
Gandhinagar,WHEAT,101,303,3019
Gandhinagar,WHEAT,99,258,2611
Gandhinagar,WHEAT,82,258,3146
Gandhinagar,WHEAT,88,257,2913
Gandhinagar,WHEAT,71,225,3171
Gandhinagar,WHEAT,73,288,3923
Gandhinagar,WHEAT,70,227,3246
Gandhinagar,WHEAT,77,261,3396
Gandhinagar,WHEAT,65,172,2656
Gandhinagar,WHEAT,229,695,3033
Gandhinagar,WHEAT,265,789,2977
Gandhinagar,WHEAT,252,776,3079
Gandhinagar,WHEAT,275,809,2942
Gandhinagar,WHEAT,438,1417,3239
Gandhinagar,WHEAT,328,832,2535
Kheda,WHEAT,272,191,702
Kheda,WHEAT,348,188,545
Kheda,WHEAT,267,153,576
Kheda,WHEAT,415,301,723
Kheda,WHEAT,416,224,539
Kheda,WHEAT,484,452,936
Kheda,WHEAT,458,496,1084
Kheda,WHEAT,581,691,1191
Kheda,WHEAT,440,673,1531
Kheda,WHEAT,469,725,1546
Kheda,WHEAT,600,907,1512
Kheda,WHEAT,569,943,1658
Kheda,WHEAT,380,563,1605
Kheda,WHEAT,656,966,1937
Kheda,WHEAT,685,945,1896
Kheda,WHEAT,710,1076,1789
Kheda,WHEAT,646,746,1685
Kheda,WHEAT,714,1006,1789
Kheda,WHEAT,674,583,1547
Kheda,WHEAT,620,917,1568
Kheda,WHEAT,615,904,1489
Kheda,WHEAT,626,1030,1421
Kheda,WHEAT,684,1011,1478
Kheda,WHEAT,508,1307,2573
Kheda,WHEAT,503,849,1688
Kheda,WHEAT,528,716,1365
Kheda,WHEAT,426,807,1894
Kheda,WHEAT,368,593,1611
Kheda,WHEAT,515,883,1715
Kheda,WHEAT,574,876,1526
Kheda,WHEAT,601,1090,1814
Kheda,WHEAT,490,1021,2084
Kheda,WHEAT,477,790,1656
Kheda,WHEAT,446,800,1794
Kheda,WHEAT,641,1270,1981
Kheda,WHEAT,598,1075,1798
Kheda,WHEAT,732,1434,1959
Kheda,WHEAT,692,1172,1694
Kheda,WHEAT,711,1478,2079
Kheda,WHEAT,892,1864,2090
Kheda,WHEAT,366,868,2372
Kheda,WHEAT,501,1209,2413
Kheda,WHEAT,747,1447,1937
Kheda,WHEAT,573,1532,2674
Kheda,WHEAT,608,1587,2610
Kheda,WHEAT,582,1455,2500
Kheda,WHEAT,626,1519,2427
Kheda,WHEAT,784,2412,3078
Kheda,WHEAT,678,1353,1995
Mehsana,WHEAT,468,509,1087
Mehsana,WHEAT,449,594,1321
Mehsana,WHEAT,422,433,1027
Mehsana,WHEAT,539,713,1325
Mehsana,WHEAT,493,804,1629
Mehsana,WHEAT,727,1203,1653
Mehsana,WHEAT,629,1061,1685
Mehsana,WHEAT,753,1000,1327
Mehsana,WHEAT,733,1054,1440
Mehsana,WHEAT,638,1008,1579
Mehsana,WHEAT,754,1542,2047
Mehsana,WHEAT,670,1331,1985
Mehsana,WHEAT,665,1316,1981
Mehsana,WHEAT,930,2020,2772
Mehsana,WHEAT,945,2145,2741
Mehsana,WHEAT,1077,2346,2712
Mehsana,WHEAT,1029,1921,2684
Mehsana,WHEAT,989,1894,2587
Mehsana,WHEAT,934,860,2645
Mehsana,WHEAT,901,2065,2345
Mehsana,WHEAT,855,2174,2398
Mehsana,WHEAT,1090,2110,2265
Mehsana,WHEAT,858,1971,2279
Mehsana,WHEAT,881,2190,2486
Mehsana,WHEAT,795,1881,2366
Mehsana,WHEAT,539,1640,3043
Mehsana,WHEAT,468,1230,2628
Mehsana,WHEAT,375,857,2284
Mehsana,WHEAT,436,1375,3154
Mehsana,WHEAT,551,1342,2436
Mehsana,WHEAT,745,1941,2605
Mehsana,WHEAT,643,1734,2697
Mehsana,WHEAT,644,1654,2567
Mehsana,WHEAT,711,1707,2401
Mehsana,WHEAT,767,2416,3150
Mehsana,WHEAT,784,2094,2671
Mehsana,WHEAT,788,2279,2892
Mehsana,WHEAT,859,2302,2680
Mehsana,WHEAT,793,2103,2652
Mehsana,WHEAT,654,1828,2795
Mehsana,WHEAT,585,1483,2535
Mehsana,WHEAT,700,1982,2831
Mehsana,WHEAT,455,1079,2371
Mehsana,WHEAT,361,983,2726
Mehsana,WHEAT,313,834,2665
Mehsana,WHEAT,429,1257,2930
Mehsana,WHEAT,549,1567,2854
Mehsana,WHEAT,647,2037,3151
Mehsana,WHEAT,630,1456,2312
Panchmahal,WHEAT,88,62,707
Panchmahal,WHEAT,257,170,659
Panchmahal,WHEAT,243,178,727
Panchmahal,WHEAT,267,222,834
Panchmahal,WHEAT,179,109,610
Panchmahal,WHEAT,85,71,841
Panchmahal,WHEAT,54,50,928
Panchmahal,WHEAT,204,235,1150
Panchmahal,WHEAT,136,187,1371
Panchmahal,WHEAT,223,296,1329
Panchmahal,WHEAT,222,333,1029
Panchmahal,WHEAT,246,338,1263
Panchmahal,WHEAT,135,175,1107
Panchmahal,WHEAT,294,470,2191
