District,Crop,Area,Production,Yield
Ahmedabad,GNUT,608,229,377
Ahmedabad,GNUT,653,407,622
Ahmedabad,GNUT,652,301,461
Ahmedabad,GNUT,499,341,683
Ahmedabad,GNUT,396,192,486
Ahmedabad,GNUT,307,167,543
Ahmedabad,GNUT,234,81,350
Ahmedabad,GNUT,193,91,471
Ahmedabad,GNUT,183,55,299
Ahmedabad,GNUT,82,52,642
Ahmedabad,GNUT,63,63,838
Ahmedabad,GNUT,109,88,656
Ahmedabad,GNUT,66,22,197
Ahmedabad,GNUT,64,52,919
Ahmedabad,GNUT,81,46,174
Ahmedabad,GNUT,85,82,1022
Ahmedabad,GNUT,120,87,795
Ahmedabad,GNUT,109,74,447
Ahmedabad,GNUT,112,63,396
Ahmedabad,GNUT,76,47,433
Ahmedabad,GNUT,74,41,425
Ahmedabad,GNUT,68,38,457
Ahmedabad,GNUT,34,20,588
Ahmedabad,GNUT,40,40,1000
Ahmedabad,GNUT,24,21,875
Ahmedabad,GNUT,12,7,583
Ahmedabad,GNUT,4,4,1000
Ahmedabad,GNUT,1,1,1000
Ahmedabad,GNUT,4,6,1500
Ahmedabad,GNUT,5,4,800
Ahmedabad,GNUT,5,7,1400
Ahmedabad,GNUT,7,6,857
Ahmedabad,GNUT,4,5,1250
Ahmedabad,GNUT,6,6,1000
Ahmedabad,GNUT,4,5,1250
Ahmedabad,GNUT,5,6,1200
Ahmedabad,GNUT,5,6,1200
Ahmedabad,GNUT,6,7,1167
Ahmedabad,GNUT,11,15,1364
Ahmedabad,GNUT,16,11,688
Ahmedabad,GNUT,8,4,500
Ahmedabad,GNUT,14,19,1357
Ahmedabad,GNUT,22,13,553
Ahmedabad,GNUT,1,3,2264
Ahmedabad,GNUT,1,1,1000
Ahmedabad,GNUT,1,2,2000
Ahmedabad,GNUT,3,4,1333
Ahmedabad,GNUT,2,4,2000
Ahmedabad,GNUT,4,6,1500
Banaskantha,GNUT,100,47,466
Banaskantha,GNUT,90,72,808
Banaskantha,GNUT,126,45,351
Banaskantha,GNUT,109,55,505
Banaskantha,GNUT,65,24,367
Banaskantha,GNUT,67,14,217
Banaskantha,GNUT,50,31,611
Banaskantha,GNUT,44,32,721
Banaskantha,GNUT,27,8,299
Banaskantha,GNUT,19,12,642
Banaskantha,GNUT,36,36,1206
Banaskantha,GNUT,17,13,978
Banaskantha,GNUT,13,4,312
Banaskantha,GNUT,16,13,1154
Banaskantha,GNUT,23,14,332
Banaskantha,GNUT,22,21,1721
Banaskantha,GNUT,31,22,1087
Banaskantha,GNUT,28,19,1348
Banaskantha,GNUT,33,18,1321
Banaskantha,GNUT,33,20,560
Banaskantha,GNUT,32,28,541
Banaskantha,GNUT,31,29,523
Banaskantha,GNUT,21,14,667
Banaskantha,GNUT,19,19,1000
Banaskantha,GNUT,24,20,833
Banaskantha,GNUT,21,9,412
Banaskantha,GNUT,19,15,789
Banaskantha,GNUT,8,1,125
Banaskantha,GNUT,9,14,1555
Banaskantha,GNUT,11,10,909
Banaskantha,GNUT,14,10,714
Banaskantha,GNUT,24,10,417
Banaskantha,GNUT,26,31,1192
Banaskantha,GNUT,28,17,607
Banaskantha,GNUT,27,33,1222
Banaskantha,GNUT,25,21,840
Banaskantha,GNUT,27,39,1444
Banaskantha,GNUT,30,44,1467
Banaskantha,GNUT,30,43,1433
Banaskantha,GNUT,44,30,619
Banaskantha,GNUT,20,14,700
Banaskantha,GNUT,23,32,1391
Banaskantha,GNUT,25,14,588
Banaskantha,GNUT,41,87,2122
Banaskantha,GNUT,52,51,981
Banaskantha,GNUT,195,335,1718
Banaskantha,GNUT,224,222,991
Banaskantha,GNUT,218,388,1780
Banaskantha,GNUT,265,371,1400
Vadodara,GNUT,339,279,827
Vadodara,GNUT,432,292,675
Vadodara,GNUT,399,185,464
Vadodara,GNUT,348,208,598
Vadodara,GNUT,344,174,506
Vadodara,GNUT,304,76,252
Vadodara,GNUT,271,88,326
Vadodara,GNUT,205,148,721
Vadodara,GNUT,190,57,299
Vadodara,GNUT,169,108,642
Vadodara,GNUT,241,213,1037
Vadodara,GNUT,219,176,989
Vadodara,GNUT,174,58,454
Vadodara,GNUT,173,140,705
Vadodara,GNUT,154,89,565
Vadodara,GNUT,175,170,1155
Vadodara,GNUT,157,115,736
Vadodara,GNUT,166,113,676
Vadodara,GNUT,168,94,560
Vadodara,GNUT,156,95,659
Vadodara,GNUT,154,75,658
Vadodara,GNUT,165,112,574
Vadodara,GNUT,177,115,450
Vadodara,GNUT,192,193,1005
Vadodara,GNUT,169,151,893
Vadodara,GNUT,111,55,495
Vadodara,GNUT,102,57,559
Vadodara,GNUT,77,29,377
Vadodara,GNUT,108,164,1509
Vadodara,GNUT,114,112,982
Vadodara,GNUT,206,199,966
Vadodara,GNUT,252,208,825
Vadodara,GNUT,220,228,1036
Vadodara,GNUT,217,196,903
Vadodara,GNUT,187,229,1225
Vadodara,GNUT,127,142,1118
Vadodara,GNUT,109,160,1468
Vadodara,GNUT,130,208,1600
Vadodara,GNUT,127,182,1433
Vadodara,GNUT,51,70,1373
Vadodara,GNUT,31,29,935
Vadodara,GNUT,54,71,1315
Vadodara,GNUT,55,80,1472
Vadodara,GNUT,141,236,1675
Vadodara,GNUT,153,243,1588
Vadodara,GNUT,111,178,1604
Vadodara,GNUT,110,202,1836
Vadodara,GNUT,171,280,1637
Vadodara,GNUT,165,287,1739
Bharuch,GNUT,179,144,809
Bharuch,GNUT,213,191,901
Bharuch,GNUT,265,123,464
Bharuch,GNUT,247,179,725
Bharuch,GNUT,207,126,611
Bharuch,GNUT,197,43,217
Bharuch,GNUT,164,84,515
Bharuch,GNUT,108,77,721
Bharuch,GNUT,96,29,299
Bharuch,GNUT,80,51,642
Bharuch,GNUT,84,83,710
Bharuch,GNUT,75,60,853
Bharuch,GNUT,74,25,939
Bharuch,GNUT,81,66,872
Bharuch,GNUT,87,50,470
Bharuch,GNUT,186,181,903
Bharuch,GNUT,168,123,537
Bharuch,GNUT,179,122,546
Bharuch,GNUT,128,72,590
Bharuch,GNUT,143,87,469
Bharuch,GNUT,142,68,452
Bharuch,GNUT,110,57,498
Bharuch,GNUT,79,43,544
Bharuch,GNUT,62,62,1000
Bharuch,GNUT,69,60,870
Bharuch,GNUT,44,19,432
Bharuch,GNUT,36,29,806
Bharuch,GNUT,44,16,364
Bharuch,GNUT,110,171,1555
Bharuch,GNUT,91,81,890
Bharuch,GNUT,87,103,1184
Bharuch,GNUT,98,99,1010
Bharuch,GNUT,107,142,1327
Bharuch,GNUT,110,87,791
Bharuch,GNUT,85,106,1247
Bharuch,GNUT,71,70,986
Bharuch,GNUT,52,65,1250
Bharuch,GNUT,41,50,1220
Bharuch,GNUT,52,56,1077
Bharuch,GNUT,37,55,1486
Bharuch,GNUT,22,26,1182
Bharuch,GNUT,27,37,1370
Bharuch,GNUT,15,17,1070
Bharuch,GNUT,19,34,1789
Bharuch,GNUT,15,22,1467
Bharuch,GNUT,13,22,1692
Bharuch,GNUT,22,21,955
Bharuch,GNUT,18,28,1556
Bharuch,GNUT,20,32,1600
Valsad,GNUT,45,43,874
Valsad,GNUT,48,41,854
Valsad,GNUT,50,45,901
Valsad,GNUT,49,35,714
Valsad,GNUT,43,32,680
Valsad,GNUT,37,8,217
Valsad,GNUT,32,19,611
Valsad,GNUT,37,26,721
Valsad,GNUT,36,11,299
Valsad,GNUT,39,25,642
Valsad,GNUT,29,29,814
Valsad,GNUT,34,28,526
Valsad,GNUT,33,11,576
Valsad,GNUT,34,27,1035
Valsad,GNUT,34,19,830
Valsad,GNUT,28,27,868
Valsad,GNUT,30,22,852
Valsad,GNUT,32,22,749
Valsad,GNUT,33,18,1115
Valsad,GNUT,27,16,750
Valsad,GNUT,25,14,685
Valsad,GNUT,26,15,598
Valsad,GNUT,19,11,579
Valsad,GNUT,21,22,1048
Valsad,GNUT,20,17,850
Valsad,GNUT,9,5,556
Valsad,GNUT,5,6,1200
Valsad,GNUT,6,4,667
Valsad,GNUT,4,6,1500
Valsad,GNUT,11,13,1182
Valsad,GNUT,9,10,1111
Valsad,GNUT,12,10,833
Valsad,GNUT,16,21,1312
Valsad,GNUT,12,11,917
Valsad,GNUT,10,12,1200
Valsad,GNUT,8,8,1000
Valsad,GNUT,10,14,1400
Valsad,GNUT,7,10,1428
Valsad,GNUT,11,17,1545
Valsad,GNUT,16,17,1062
Valsad,GNUT,7,6,857
Valsad,GNUT,8,10,1250
Valsad,GNUT,6,4,700
Valsad,GNUT,0.25,1,2264
Valsad,GNUT,1,1,1000
Valsad,GNUT,1,1,1054
Valsad,GNUT,2,2,1000
Valsad,GNUT,2,4,1782
Valsad,GNUT,2,3,1369
Dang,GNUT,3,1,267
Dang,GNUT,2,2,818
Dang,GNUT,3,2,901
Dang,GNUT,2,1,500
Dang,GNUT,2,2,680
Dang,GNUT,2,2,219
Dang,GNUT,2,2,612
Dang,GNUT,3,2,721
Dang,GNUT,5,1,299
Dang,GNUT,8,5,642
Dang,GNUT,3,3,621
Dang,GNUT,3,2,667
Dang,GNUT,12,4,652
Dang,GNUT,10,8,624
Dang,GNUT,9,5,685
Dang,GNUT,9,9,745
Dang,GNUT,9,7,895
Dang,GNUT,10,7,1094
Dang,GNUT,10,6,740
Dang,GNUT,12,7,1147
Dang,GNUT,11,6,1021
Dang,GNUT,12,6,654
Dang,GNUT,13,7,538
Dang,GNUT,13,12,1000
Dang,GNUT,13,11,846
Dang,GNUT,13,5,412
Dang,GNUT,13,10,739
Dang,GNUT,13,1,86
Dang,GNUT,13,21,1603
Dang,GNUT,13,10,785
Dang,GNUT,13,7,524
Dang,GNUT,10,3,294
Dang,GNUT,10,11,1070
Dang,GNUT,11,6,545
Dang,GNUT,35,41,1171
Dang,GNUT,36,20,556
Dang,GNUT,39,53,1359
Dang,GNUT,41,56,1366
Dang,GNUT,49,64,1306
Dang,GNUT,52,22,423
Dang,GNUT,42,16,381
Dang,GNUT,42,59,1405
Dang,GNUT,40,21,528
Dang,GNUT,43,98,2264
Dang,GNUT,3,4,1333
Dang,GNUT,50,87,1740
Dang,GNUT,48,50,1042
Dang,GNUT,50,88,1760
Dang,GNUT,52,74,1423
Gandhinagar,GNUT,35,21,560
Gandhinagar,GNUT,47,26,523
Gandhinagar,GNUT,41,27,624
Gandhinagar,GNUT,51,28,512
Gandhinagar,GNUT,54,26,486
Gandhinagar,GNUT,46,10,217
Gandhinagar,GNUT,26,16,611
Gandhinagar,GNUT,15,10,721
Gandhinagar,GNUT,15,4,299
Gandhinagar,GNUT,5,3,642
Gandhinagar,GNUT,11,11,579
Gandhinagar,GNUT,10,8,715
Gandhinagar,GNUT,14,4,196
Gandhinagar,GNUT,15,13,900
Gandhinagar,GNUT,5,3,299
Gandhinagar,GNUT,5,5,1190
Gandhinagar,GNUT,3,2,829
Gandhinagar,GNUT,4,3,381
Gandhinagar,GNUT,7,4,208
Gandhinagar,GNUT,7,4,779
Gandhinagar,GNUT,7,4,774
Gandhinagar,GNUT,5,1,752
Gandhinagar,GNUT,2,1,500
Gandhinagar,GNUT,3,3,1000
Gandhinagar,GNUT,3,1,1179
Gandhinagar,GNUT,2,1,1025
Gandhinagar,GNUT,2,1,1023
Gandhinagar,GNUT,1,1,1548
Gandhinagar,GNUT,1,1,1603
Gandhinagar,GNUT,1,1,1547
Gandhinagar,GNUT,1,1,1520
Gandhinagar,GNUT,1,1,1578
Gandhinagar,GNUT,2,3,1500
Gandhinagar,GNUT,2,1,500
Gandhinagar,GNUT,1,1,1000
Gandhinagar,GNUT,3,4,1333
Gandhinagar,GNUT,2,3,1677
Gandhinagar,GNUT,1,3,3000
Gandhinagar,GNUT,2,3,1500
Gandhinagar,GNUT,8,9,1125
Gandhinagar,GNUT,7,8,1143
Gandhinagar,GNUT,5,6,1200
Gandhinagar,GNUT,10,6,564
Gandhinagar,GNUT,26,55,2115
Gandhinagar,GNUT,29,30,1034
Gandhinagar,GNUT,21,37,1762
Gandhinagar,GNUT,29,31,1069
Gandhinagar,GNUT,36,65,1806
Gandhinagar,GNUT,30,45,1500
Kheda,GNUT,490,521,1064
Kheda,GNUT,513,439,855
Kheda,GNUT,506,363,718
Kheda,GNUT,494,486,984
Kheda,GNUT,471,462,981
Kheda,GNUT,409,223,544
Kheda,GNUT,360,226,624
Kheda,GNUT,308,287,931
Kheda,GNUT,275,45,165
Kheda,GNUT,149,95,642
Kheda,GNUT,285,283,1100
Kheda,GNUT,328,246,813
Kheda,GNUT,256,85,348
Kheda,GNUT,156,127,793
Kheda,GNUT,227,131,549
Kheda,GNUT,219,212,771
Kheda,GNUT,255,186,949
Kheda,GNUT,262,179,694
Kheda,GNUT,315,177,547
Kheda,GNUT,163,100,600
Kheda,GNUT,195,125,785
Kheda,GNUT,345,658,895
Kheda,GNUT,407,769,1889
Kheda,GNUT,370,594,1605
Kheda,GNUT,316,492,1557
Kheda,GNUT,159,117,736
Kheda,GNUT,201,331,1647
Kheda,GNUT,106,164,1547
Kheda,GNUT,98,177,1806
Kheda,GNUT,118,210,1780
Kheda,GNUT,132,302,2288
Kheda,GNUT,190,300,1579
Kheda,GNUT,145,236,1628
Kheda,GNUT,139,288,2072
Kheda,GNUT,123,217,1764
Kheda,GNUT,118,189,1602
Kheda,GNUT,110,195,1773
Kheda,GNUT,72,123,1708
Kheda,GNUT,57,102,1855
Kheda,GNUT,35,39,1114
Kheda,GNUT,30,19,633
Kheda,GNUT,8,12,1500
Kheda,GNUT,8,8,1096
Kheda,GNUT,11,19,1727
Kheda,GNUT,7,8,1143
Kheda,GNUT,3,5,1667
Kheda,GNUT,6,9,1500
Kheda,GNUT,10,18,1800
Kheda,GNUT,22,33,1500
Mehsana,GNUT,360,1111,368
Mehsana,GNUT,437,132,808
Mehsana,GNUT,490,353,461
Mehsana,GNUT,510,226,500
Mehsana,GNUT,486,255,406
Mehsana,GNUT,402,197,312
Mehsana,GNUT,322,126,379
Mehsana,GNUT,247,122,650
Mehsana,GNUT,214,161,299
Mehsana,GNUT,130,64,642
Mehsana,GNUT,182,84,841
Mehsana,GNUT,139,181,956
Mehsana,GNUT,101,112,351
Mehsana,GNUT,95,34,965
Mehsana,GNUT,80,46,453
Mehsana,GNUT,96,94,1345
Mehsana,GNUT,121,89,889
Mehsana,GNUT,117,80,829
Mehsana,GNUT,114,65,589
Mehsana,GNUT,106,64,393
Mehsana,GNUT,195,125,785
Mehsana,GNUT,345,658,895
Mehsana,GNUT,65,56,862
Mehsana,GNUT,65,73,1123
Mehsana,GNUT,52,40,962
Mehsana,GNUT,29,15,517
Mehsana,GNUT,18,18,1000
Mehsana,GNUT,16,2,125
Mehsana,GNUT,13,20,1538
Mehsana,GNUT,12,10,833
Mehsana,GNUT,13,9,692
Mehsana,GNUT,23,16,696
Mehsana,GNUT,23,27,1174
Mehsana,GNUT,32,17,531
Mehsana,GNUT,27,31,1148
Mehsana,GNUT,20,15,750
Mehsana,GNUT,26,35,1343
Mehsana,GNUT,49,70,1482
Mehsana,GNUT,68,95,1397
Mehsana,GNUT,60,29,483
Mehsana,GNUT,54,22,707
Mehsana,GNUT,47,66,1404
Mehsana,GNUT,42,22,515
Mehsana,GNUT,37,85,2297
Mehsana,GNUT,28,25,893
Mehsana,GNUT,42,72,1714
Mehsana,GNUT,49,49,1000
Mehsana,GNUT,37,65,1757
Mehsana,GNUT,52,71,1365
Panchmahal,GNUT,743,470,631
Panchmahal,GNUT,778,557,716
Panchmahal,GNUT,815,427,523
Panchmahal,GNUT,769,564,733
Panchmahal,GNUT,772,564,731
Panchmahal,GNUT,725,281,389
Panchmahal,GNUT,605,167,275
Panchmahal,GNUT,508,369,724
Panchmahal,GNUT,523,177,337
Panchmahal,GNUT,432,424,980
Panchmahal,GNUT,561,571,1017
Panchmahal,GNUT,547,412,752
Panchmahal,GNUT,498,187,376
Panchmahal,GNUT,490,437,967
Panchmahal,GNUT,437,252,415
Panchmahal,GNUT,387,375,1021
Panchmahal,GNUT,368,269,720
Panchmahal,GNUT,390,267,670
Panchmahal,GNUT,385,216,637
Panchmahal,GNUT,351,214,518
Panchmahal,GNUT,195,125,785
Panchmahal,GNUT,345,658,895
Panchmahal,GNUT,297,113,380
Panchmahal,GNUT,290,288,993
Panchmahal,GNUT,252,221,877
Panchmahal,GNUT,194,154,794
Panchmahal,GNUT,139,92,662
Panchmahal,GNUT,135,48,356
Panchmahal,GNUT,163,242,1485
Panchmahal,GNUT,179,200,1117
Panchmahal,GNUT,249,281,1128
Panchmahal,GNUT,252,251,996
Panchmahal,GNUT,189,187,989
Panchmahal,GNUT,186,248,1333
Panchmahal,GNUT,154,182,1182
Panchmahal,GNUT,178,243,1365
Panchmahal,GNUT,178,197,1687
Panchmahal,GNUT,138,162,1174
Panchmahal,GNUT,202,323,1599
Panchmahal,GNUT,36,40,1111
Panchmahal,GNUT,21,10,476
Panchmahal,GNUT,14,14,1000
Panchmahal,GNUT,18,17,982
Panchmahal,GNUT,45,75,1667
Panchmahal,GNUT,21,33,1571
Panchmahal,GNUT,23,30,1304
Panchmahal,GNUT,27,41,1519
Panchmahal,GNUT,38,51,1342
Panchmahal,GNUT,30,52,1733
Sabarkantha,GNUT,1256,807,642
Sabarkantha,GNUT,1254,1061,846
Sabarkantha,GNUT,1277,836,655
Sabarkantha,GNUT,1272,908,714
Sabarkantha,GNUT,1174,800,681
Sabarkantha,GNUT,1125,588,523
Sabarkantha,GNUT,1009,630,624
Sabarkantha,GNUT,1007,962,956
Sabarkantha,GNUT,1077,177,165
Sabarkantha,GNUT,670,662,987
Sabarkantha,GNUT,979,1082,1105
Sabarkantha,GNUT,815,733,899
Sabarkantha,GNUT,855,240,281
Sabarkantha,GNUT,776,597,769
Sabarkantha,GNUT,881,417,474
Sabarkantha,GNUT,888,993,1119
Sabarkantha,GNUT,860,945,1099
Sabarkantha,GNUT,884,615,696
Sabarkantha,GNUT,856,392,458
Sabarkantha,GNUT,830,409,493
Sabarkantha,GNUT,195,125,785
Sabarkantha,GNUT,345,658,895
Sabarkantha,GNUT,712,374,525
Sabarkantha,GNUT,617,650,1053
Sabarkantha,GNUT,556,460,827
Sabarkantha,GNUT,439,164,374
Sabarkantha,GNUT,399,191,479
Sabarkantha,GNUT,388,86,222
Sabarkantha,GNUT,372,440,1183
Sabarkantha,GNUT,357,300,840
Sabarkantha,GNUT,389,423,1087
Sabarkantha,GNUT,373,351,941
Sabarkantha,GNUT,387,448,1158
Sabarkantha,GNUT,382,378,990
Sabarkantha,GNUT,366,371,1014
Sabarkantha,GNUT,332,422,1271
Sabarkantha,GNUT,367,502,1368
Sabarkantha,GNUT,488,505,1035
Sabarkantha,GNUT,481,619,1287
Sabarkantha,GNUT,408,405,993
Sabarkantha,GNUT,321,237,738
Sabarkantha,GNUT,359,320,891
Sabarkantha,GNUT,366,293,801
Sabarkantha,GNUT,435,640,1471
Sabarkantha,GNUT,469,508,1083
Sabarkantha,GNUT,485,1036,2136
Sabarkantha,GNUT,625,480,768
Sabarkantha,GNUT,703,700,996
Sabarkantha,GNUT,608,628,1033
Surat,GNUT,346,308,893
Surat,GNUT,452,370,788
Surat,GNUT,455,410,901
Surat,GNUT,446,277,621
Surat,GNUT,386,262,680
Surat,GNUT,365,133,364
Surat,GNUT,333,197,591
Surat,GNUT,377,271,721
Surat,GNUT,374,349,932
Surat,GNUT,378,243,642
Surat,GNUT,372,370,1060
Surat,GNUT,362,292,684
Surat,GNUT,359,120,992
Surat,GNUT,392,318,774
Surat,GNUT,372,215,1198
Surat,GNUT,441,427,933
Surat,GNUT,334,244,835
Surat,GNUT,336,230,866
Surat,GNUT,368,207,756
Surat,GNUT,369,225,895
Surat,GNUT,195,125,785
Surat,GNUT,345,658,895
Surat,GNUT,275,178,647
Surat,GNUT,297,297,1000
Surat,GNUT,268,231,862
Surat,GNUT,240,193,804
Surat,GNUT,179,177,989
Surat,GNUT,160,185,1156
Surat,GNUT,175,254,1451
Surat,GNUT,224,193,862
Surat,GNUT,231,329,1424
Surat,GNUT,247,237,963
Surat,GNUT,259,312,1205
Surat,GNUT,221,240,1086
Surat,GNUT,165,178,1079
Surat,GNUT,172,228,1326
Surat,GNUT,206,371,1801
Surat,GNUT,198,281,1419
Surat,GNUT,226,302,1336
Surat,GNUT,248,314,1266
Surat,GNUT,177,166,938
Surat,GNUT,203,259,1276
Surat,GNUT,153,222,1443
Surat,GNUT,205,254,1239
Surat,GNUT,165,239,1448
Surat,GNUT,190,260,1368
Surat,GNUT,167,266,1593
Surat,GNUT,143,211,1476
Surat,GNUT,63,87,1381
Amreli,GNUT,2387,1595,668
Amreli,GNUT,2646,1560,590
Amreli,GNUT,2390,1232,516
Amreli,GNUT,2287,1805,789
Amreli,GNUT,2679,2560,604
Amreli,GNUT,2446,1292,528
Amreli,GNUT,2310,758,328
Amreli,GNUT,2285,1393,610
Amreli,GNUT,2328,1218,523
Amreli,GNUT,2187,1363,623
Amreli,GNUT,2345,2314,987
Amreli,GNUT,2282,1701,745
Amreli,GNUT,2100,350,167
Amreli,GNUT,2168,1288,594
Amreli,GNUT,2424,809,334
Amreli,GNUT,2464,2411,978
Amreli,GNUT,2518,3318,1318
Amreli,GNUT,2738,2449,895
Amreli,GNUT,2792,2173,778
Amreli,GNUT,2807,3310,1179
Amreli,GNUT,1195,1325,785
Amreli,GNUT,1245,1257,895
Amreli,GNUT,2843,1673,588
Amreli,GNUT,2950,2982,1011
Amreli,GNUT,2855,2029,711
Amreli,GNUT,2772,629,227
Amreli,GNUT,2927,2661,909
Amreli,GNUT,1888,76,40
Amreli,GNUT,2384,3518,1477
Amreli,GNUT,2880,2923,1015
Amreli,GNUT,2653,1829,689
Amreli,GNUT,3102,736,237
Amreli,GNUT,2890,3240,1121
Amreli,GNUT,3276,1029,314
Amreli,GNUT,3254,3024,929
Amreli,GNUT,2802,1498,535
Amreli,GNUT,2663,3442,1297
Amreli,GNUT,2896,2445,844
Amreli,GNUT,2797,3190,1141
Amreli,GNUT,2722,846,311
Amreli,GNUT,2478,423,171
Amreli,GNUT,2816,4090,1452
Amreli,GNUT,3132,2248,717
Amreli,GNUT,3018,7007,2322
Amreli,GNUT,3013,953,316
Amreli,GNUT,2902,3054,1052
Amreli,GNUT,2788,1170,420
Amreli,GNUT,2432,4313,1773
Amreli,GNUT,2523,1232,488
Bhavnagar,GNUT,2377,1357,571
Bhavnagar,GNUT,2533,1531,604
Bhavnagar,GNUT,2562,718,280
Bhavnagar,GNUT,2045,1391,680
Bhavnagar,GNUT,2444,1477,604
Bhavnagar,GNUT,1975,662,335
Bhavnagar,GNUT,1863,713,383
Bhavnagar,GNUT,1909,1247,653
Bhavnagar,GNUT,1902,550,289
Bhavnagar,GNUT,1601,1421,887
Bhavnagar,GNUT,1719,1542,897
Bhavnagar,GNUT,1888,1353,717
Bhavnagar,GNUT,1653,105,63
Bhavnagar,GNUT,1603,1230,767
Bhavnagar,GNUT,1379,307,223
Bhavnagar,GNUT,1362,1601,1175
Bhavnagar,GNUT,1797,2362,1314
Bhavnagar,GNUT,1915,1993,1040
Bhavnagar,GNUT,1819,1388,738
Bhavnagar,GNUT,1859,2347,1263
Bhavnagar,GNUT,195,125,785
Bhavnagar,GNUT,345,658,895
Bhavnagar,GNUT,2464,2622,1064
Bhavnagar,GNUT,3006,3808,1267
Bhavnagar,GNUT,2584,1459,565
Bhavnagar,GNUT,2090,511,244
Bhavnagar,GNUT,1908,830,435
Bhavnagar,GNUT,1445,19,13
Bhavnagar,GNUT,2448,2642,1079
Bhavnagar,GNUT,2237,1690,755
Bhavnagar,GNUT,1948,826,424
Bhavnagar,GNUT,1844,559,303
Bhavnagar,GNUT,2187,2972,1359
Bhavnagar,GNUT,2488,1105,444
Bhavnagar,GNUT,2322,1913,824
Bhavnagar,GNUT,1861,574,308
Bhavnagar,GNUT,1720,2334,1357
Bhavnagar,GNUT,1684,1663,988
Bhavnagar,GNUT,1647,1924,1168
Bhavnagar,GNUT,1482,623,420
Bhavnagar,GNUT,1458,132,90
Bhavnagar,GNUT,1935,2636,1362
Bhavnagar,GNUT,2289,2117,925
Bhavnagar,GNUT,1760,2090,1187
Bhavnagar,GNUT,1409,618,439
Bhavnagar,GNUT,1591,2324,1461
Bhavnagar,GNUT,1352,1758,1300
Bhavnagar,GNUT,1191,2032,1706
Bhavnagar,GNUT,1252,1450,1158
Jamnagar,GNUT,3230,1394,432
Jamnagar,GNUT,3551,2297,647
Jamnagar,GNUT,3751,1607,428
Jamnagar,GNUT,1514,470,310
Jamnagar,GNUT,3122,2400,769
Jamnagar,GNUT,3560,1809,508
Jamnagar,GNUT,3507,1846,527
Jamnagar,GNUT,3553,2800,788
Jamnagar,GNUT,3078,1016,330
Jamnagar,GNUT,2957,1061,359
Jamnagar,GNUT,2987,2967,993
Jamnagar,GNUT,3254,3044,925
Jamnagar,GNUT,3500,400,114
Jamnagar,GNUT,2914,1721,591
Jamnagar,GNUT,2133,257,121
Jamnagar,GNUT,2824,3806,1348
Jamnagar,GNUT,3764,2151,571
Jamnagar,GNUT,3854,2812,730
Jamnagar,GNUT,4105,3517,857
Jamnagar,GNUT,4389,2995,682
Jamnagar,GNUT,587,524,785
Jamnagar,GNUT,345,658,895
Jamnagar,GNUT,3939,2034,516
Jamnagar,GNUT,3960,2163,546
Jamnagar,GNUT,3838,2113,551
Jamnagar,GNUT,3103,232,75
Jamnagar,GNUT,3785,958,253
Jamnagar,GNUT,1752,14,8
Jamnagar,GNUT,4101,7419,1809
Jamnagar,GNUT,4356,1225,281
Jamnagar,GNUT,2815,222,79
Jamnagar,GNUT,3849,108,28
Jamnagar,GNUT,3335,3213,963
Jamnagar,GNUT,3936,50,13
Jamnagar,GNUT,3663,4669,1275
Jamnagar,GNUT,3703,1174,317
Jamnagar,GNUT,3577,3739,1045
Jamnagar,GNUT,3521,4395,1248
Jamnagar,GNUT,3891,3140,807
Jamnagar,GNUT,3689,175,47
Jamnagar,GNUT,3914,92,24
Jamnagar,GNUT,4106,5730,1396
Jamnagar,GNUT,4464,165,37
Jamnagar,GNUT,4395,9483,2158
Jamnagar,GNUT,4247,4115,969
Jamnagar,GNUT,4280,6517,1523
Jamnagar,GNUT,3347,4745,1418
Jamnagar,GNUT,3650,6156,1687
Jamnagar,GNUT,3994,6565,1644
Junagadh,GNUT,2809,2251,801
Junagadh,GNUT,3283,2735,833
Junagadh,GNUT,3499,2489,712
Junagadh,GNUT,3363,2873,854
Junagadh,GNUT,3717,3050,821
Junagadh,GNUT,3487,1662,476
Junagadh,GNUT,3386,2221,656
Junagadh,GNUT,3436,3311,964
Junagadh,GNUT,3406,2985,877
Junagadh,GNUT,3352,2810,838
Junagadh,GNUT,3425,4518,1319
Junagadh,GNUT,3306,4277,1294
Junagadh,GNUT,3387,888,262
Junagadh,GNUT,3064,3736,1220
Junagadh,GNUT,3458,1478,427
Junagadh,GNUT,3639,5157,1428
Junagadh,GNUT,3632,4922,1355
Junagadh,GNUT,3638,4479,1231
Junagadh,GNUT,3752,5500,1466
Junagadh,GNUT,3505,3298,941
Junagadh,GNUT,195,2587,1100
Junagadh,GNUT,345,1245,985
Junagadh,GNUT,4173,3160,757
Junagadh,GNUT,4301,3638,846
Junagadh,GNUT,4415,5217,1182
Junagadh,GNUT,4016,1427,355
Junagadh,GNUT,3733,5392,1407
Junagadh,GNUT,1255,200,159
Junagadh,GNUT,3634,6231,1715
Junagadh,GNUT,4441,5902,1329
Junagadh,GNUT,3874,3734,964
Junagadh,GNUT,3894,2295,589
Junagadh,GNUT,3826,4489,1173
Junagadh,GNUT,4017,1831,456
Junagadh,GNUT,4040,6397,1583
Junagadh,GNUT,3799,3533,930
Junagadh,GNUT,3920,6903,1761
Junagadh,GNUT,4317,7891,1849
